country,year,party,text,language
be,2007,vb,14. Naturalisatie is enkel mogelijk na een geslaagd assimilatieproces. Het verkrijgen van de Belgische (in de toekomst de Vlaamse) nationaliteit is enkel mogelijk indien de oorspronkelijke nationaliteit wordt opgegeven. Het Vlaams Belang wijst het meervoudige staatsburgerschap af.,nl
be,2007,vb,15. Het gemeentelijk stemrecht voor vreemdelingen moet worden afgeschaft. Het stemrecht of de stemplicht moet bij alle verkiezingen voorbehouden blijven aan volwaardige staatsburgers.,nl
be,2007,vb,"16. Assimilatie betekent dat wie zich in Vlaanderen wil vestigen, bereid is om onze manier van leven tot de zijne of de hare te maken en zijn of haar lot te delen met dat van onze gemeenschap. Dit wil zeggen dat hij of zij zich loyaal moet opstellen. Essentieel is ook dat de vreemdeling zich het fundamentele waarden- en normenpatroon van onze Europese beschaving eigen maakt.",nl
be,2007,vb,"17. Het Vlaams Belang wil dat niet-EU’ers, die een verblijfsvergunning willen krijgen, een verplichte inburgeringsproef afleggen. De proef bestaat uit testen Nederlands, burgerschap en Europese waarden. - In een loyaliteitsverklaring moeten de vreemdelingen van buiten de EU beloven de fundamenten van onze samenleving te respecteren en onze wetten na te leven. - De Vlaamse overheid dient opleidingen te organiseren ter voorbereiding van de burgerschapsproef. Vreemdelingen kunnen deze opleidingen volgen op eigen kosten. - De vreemdeling die niet slaagt in de inburgeringsproef of die een loyaliteitsverklaring weigert af te leggen, krijgt geen verblijfsvergunning.",nl
be,2007,vb,"18. In een aantal plaatsen, zoals in overheidsscholen en in lokalen van openbare dienst, moeten hoofddoeken zonder meer verboden worden. Hoofddoeken zijn niet strikt religieuze symbolen, maar symboliseren de opmars van de politieke macht van de islam. Bovendien symboliseert de hoofddoek de publieke onderwerping van moslima’s aan hun mannen. - Het Vlaams Belang pleit voor de intrekking van de erkenning van de islamitische godsdienst en voor de sluiting van moskees waar haat wordt gepredikt tegen de westerse samenleving.",nl
be,2007,vb,"19. Het Vlaams Belang wijst het huidige sociale huisvestingsbeleid, dat voorrang geeft aan vreemdelingen en allochtonen, volledig af. De kennis van het Nederlands is een noodzakelijke voorwaarde om aanspraak te kunnen maken op een sociale woning.",nl
be,2007,vb,20. Immigratie is geen oplossing voor de vergrijzing. Een immigratie om de vergrijzing te stoppen is vanuit maatschappelijk oogpunt ongewenst.,nl
be,2007,vb,"21. Het Vlaams Belang wijst de afzonderlijke structuur voor allochtonenverenigingen af. Voor hen gelden aparte, veel minder strenge aanvaardingsnormen. Zij moeten vaak niet voldoen aan allerlei bijkomende beperkende voorwaarden en bewijslasten. Ook financieel hebben ze vaak een voetje voor. Daar waar het totaal aan beschikbare gelden aanzienlijk daalt en zowat alle bestaande organisaties het in de toekomst met minder zullen moeten doen, voorziet de Vlaamse regering voor deze migrantenverenigingen uitdrukkelijk een verhoging van de subsidies, zonder dat bewijzen nodig zijn voor bijkomende werking, laat staan voor integratiewil.",nl
be,2003,cd&v,be-2003-cd&v-short,nl
be,2003,cd&v,1. Er moeten klare regels komen met betrekking tot de toegang van buitenlanders tot Belgische ziekenhuizen. Die regels moeten verzekeren dat de behandeling van buitenlanders in de Belgische ziekenhuizen niet leiden tot wachtlijsten voor de patiënten uit eigen land.,nl
be,2003,cd&v,"2. De opleiding van allochtonen tot arts, verpleegkundige of zorgkundige moet beter ondersteund worden. CD&V kijkt vooruit en wil dat ook in de toekomst voldoende mensen zich inzetten in de zorgsector.",nl
be,2003,cd&v,3. Het is onaanvaardbaar dat geschoolde migranten aan hun integratietraject starten met de kwalificatie ‘ongeschoold’.,nl
be,2003,cd&v,"4. Het zijn de lokale besturen die, daartoe voldoende ondersteund door de Vlaamse en federale overheid, moeten instaan voor een degelijk uitgebouwd en voor iedereen toegankelijk onthaalbeleid met voldoende taallessen, voldoende uren voor maatschappelijke oriëntatie, begeleiding naar tewerkstelling en begeleiding bij het in orde brengen van alle mogelijke administratieve formaliteiten op het vlak van verblijf en huisvesting, gezondheidszorgverzekering, kinderbijslag, inschrijving VDAB. Ook inzake de mogelijkheden en eventuele ondersteuning voor een terugkeer naar het land van herkomst, al dan niet na de betekening van een bevel om het grondgebied te verlaten, is en blijft het lokale bestuur het aanspreekpunt.",nl
be,2003,cd&v,"5. Integratiebereidheid blijft een noodzakelijke voorwaarde voor (formele) politieke participatie. De snel-Belg-wet en de voorstellen inzake migrantenstemrecht nodigen nieuwkomers en allochtonen die de Belgische nationaliteit nog niet verworven hebben ten onrechte niet langer uit om zich effectief te integreren. Politieke participatie gebeurt bij voorkeur via de nationaliteitsverwerving. Wie effectief Belg wordt, kan deelnemen aan de verkiezingen. Daarom willen we de snel-Belg-wet fundamenteel wijzigen. Via de nationaliteitsverwerving moet het recht op de Belgische nationaliteit open staan voor wie: o beschikt over een toelating om hier te verblijven voor onbepaalde duur; o 5 jaar legaal en ononderbroken verblijft in ons land; o geen crimineel verleden heeft en geen gevaar betekent voor de samenleving; o beschikt over een basiskennis van de streektaal of zich inspant om die te leren. Die laatste voorwaarde houdt meteen een verplichting in voor de Gemeenschappen om een voldoende groot aanbod aan taalonderricht te organiseren. Mensen die aan de nieuwe nationaliteitsvoorwaarden voldoen en dus integratiebereid zijn, maar die gegronde redenen kunnen aanvoeren waarom zij van dit recht op de nationaliteitsverwerving geen gebruikmaken, kunnen het gemeentelijk stemrecht verkrijgen middels een inschrijvingsrecht analoog aan dat van de EU-burgers.",nl
be,2003,cd&v,"6. Migratie is van alle tijden en alle werelddelen. Volgens de Wereldbank zal grensoverschrijdende migratie in combinatie met een hersenvlucht (braindrain) van de ontwikkelingslanden naar de geïndustrialiseerde landen het uitzicht van de wereld in de 21ste eeuw bepalen. Die ongetwijfeld correcte vaststelling belet niet dat rond migratie (humanitaire migratie: op grond van asiel, bijzondere beschermingsstatuten of gezinshereniging resp. economische migratie én het onthaal, opvang en participatie van migranten in onze samenleving) een duidelijk beleid moet worden uitgedacht en gevoerd. Het migratiebeleid moet duidelijk worden ingebed in internationale en beter uit te bouwen Europese regelgeving. Een eerlijk participatiebeleid bij ons moet de verschillen tussen mensen en tussen groepen van mensen ernstig nemen en dus de mensen in hun religieuze, culturele en etnische identiteit respecteren, maar tezelfdertijd en onophoudelijk erop wijzen dat het politieke doel van het participatiebeleid is dat die groepen aan onze samenleving participeren. Onze samenleving is ontegensprekelijk gebouwd op Griekse, christelijke en humanistische fundamenten. Concreet wil dat zeggen dat allochtonen het recht hebben om zich, overeenkomstig hun eigenheid, vrij te organiseren, maar dat zij tegelijkertijd blijk moeten geven van de wil om te participeren aan onze samenleving, en dat is een samenleving die staat voor het respect voor de menselijke persoon, de scheiding van kerk en staat en de gelijkwaardigheid van alle mensen (vooral man en vrouw). Een eerlijk participatiebeleid kan dus slechts slagen als ook de autochtonen hun eigen etnische identiteit (hun taal, hun cultuur, hun geschiedenis, hun levensbeschouwing en godsdienst) ernstig nemen en uitdragen.",nl
be,2003,cd&v,"7. Blauwroodgroen heeft echter nagelaten de asielprocedure grondig te hervormen. Dat is nochtans nodig. Het Commissariaat-Generaal voor de Vluchtelingen en Staatlozen (CGVS) kijkt immers nog steeds aan tegen een grote achterstand van zo’n 33.000 dossiers. Die achterstand is om vele redenen nefast: ze verhoogt de financiële last van opvang en zet asielzoekers aan tot zwartwerk; de lange duurtijd van de procedure vertraagt het integratieproces van asielzoekers door de aanslepende onzekerheid over het verblijfrecht. Onder de huidige regering is een wanverhouding ontstaan tussen investeringen in gedwongen uitwijzingen versus vrijwillige, degelijk begeleide en zelfstandige terugkeer.",nl
be,2003,cd&v,"8. Met de schrapping van de integratievereiste uit de nationaliteitswet (door de invoering van de zogenaamde snel-Belg-wet) heeft blauwroodgroen de belangrijkste hefboom tot daadwerkelijke en duurzame integratie gebroken. Integratie als basisvoorwaarde om het Belgisch lidmaatschap ten volle te verwerven verplicht deelstaten immers om voldoende instrumenten en middelen aan te reiken om de doelstelling ook daadwerkelijk te halen. Uit de opzet van het ontwerpinburgeringsdecreet blijkt dit ook: een te beperkt toepassingsgebied, een te mager aanbod, te weinig middelen, te fragmentarisch.",nl
be,2003,cd&v,"9. CD&V erkent de complexiteit van het migratie- en asieldebat en gaat het niet uit de weg. CD&V verwerpt elk sloganmatig denken en extreme oplossingen voor de migratieuitdagingen. Dat wil zeggen geen open grenzen, maar ook niet de valse retoriek van migratiestop. Geen beleid dat potentiële migranten aanzuigt, maar ook geen beleid dat terechte en echte vluchtelingen weert. De uitdagingen op het vlak van migratie en asiel beantwoordt men niet met die ene supermaatregel. Het veronderstelt een beleid dat aandacht heeft voor zeer veel facetten en dat flexibel is om in te spelen op de snel veranderende werkelijkheid. Omdat de uitdagingen van asiel en migratie aan uiteenlopende beleidsdomeinen raken, willen we een regeringscommissaris voor migratie en asiel met een coördinerende én inhoudelijke bevoegdheid.",nl
be,2003,cd&v,"10. Het asiel-en migratiebeleid moet kaderen in het ruimere beleid van internationale samenwerking, dat zich onder meer moet richten op het wegnemen van de grondoorzaken van gedwongen migraties. We willen de structurele oorzaken (politieke repressie en het gebrek aan enig sociaal-economisch perspectief) en de wens tot (langdurige) gedwongen en economische migraties zo veel mogelijk wegnemen. Dat betekent o.m. pro-actief de escalatie van broeihaarden en conflicten pogen te vermijden (geen wapenleveringen, tijdig diplomatiek overleg en werken aan opvang van potentiële slachtoffers in de ‘rustige’ buurt of regio van geweld); pro-actief werken aan een effectief betere verdeling van de welvaart in de wereld via investeringen wereldwijd en het slopen van maatregelen die handel uit ontwikkelings- en emigratielanden verhinderen; pro-actieve en volgehouden druk op regimes die de mensenrechten systematisch schenden; degelijke ondersteuning van het sociaal kapitaal en specifieke initiatieven in landen en werelddelen van waaruit veelvuldig wordt gemigreerd.",nl
be,2003,cd&v,"11. CD&V wil degelijke, sluitende en correct nageleefde regels en procedures m.b.t. de verschillende statuten. De asielprocedure willen we drastisch hervormen in die zin dat ze snelheid verzoent met kwaliteit en correctheid. De asielprocedure mag echte vluchtelingen niet afschrikken en moet op zo kort mogelijke termijn echte van vermeende vluchtelingen onderscheiden. Daarnaast moet er een duidelijke procedure komen die uitsluitsel biedt over het recht op verblijf en vestiging van mensen. Er moet een tijdelijk beschermingsstatuut komen voor de mensen die op de ene of de andere reden tijdelijk niet naar hun land van herkomst kunnen terugkeren omdat hun leven, veiligheid en vrijheid daar in gevaar is. Die regels en procedures moeten gebed zijn in een geharmoniseerde Europese regelgeving. België maakt immers deel uit van de Europese migratieregio en kan het niet alleen.",nl
be,2003,cd&v,"12. Een eerlijk integratiebeleid neemt de eigenheid van de mensen, zowel autochtoon als allochtoon, ernstig. Tegelijk is het politieke doel van het integratiebeleid alle burgers aan onze samenleving te laten participeren. Het respect voor onze wetten en onze grondwet zijn van groot belang voor een gevoel van samenhorigheid en participatie in onze samenleving. Iedereen die hier legaal verblijft, heeft het recht op alle grondwettelijke vrijheden en op het bewaren van de eigenheid van zijn cultuur binnen ons grondwettelijk kader, maar heeft evenzeer de plicht zich te integreren in onze samenleving. Daarom moeten anderstalige nieuwkomers en oudkomers op zijn minst de sleutels en codes verwerven om de waarden en de normen van de nieuwe gemeenschap te leren kennen en te begrijpen. Dat betekent dat zij alle kansen maar ook de plicht krijgen om snel de taal te leren alsook alle andere vaardigheden en kennis op te doen om ten volle mee te participeren aan de gemeenschap door tewerkstelling, verdere scholing, opvoeding van kinderen.... Daarbij is het van het grootste belang om ook alle migrantenvrouwen te bereiken en te betrekken. Wij kiezen resoluut voor een multicultureel burgerschap. Dat betekent dat wij iedereen, autochtonen en allochtonen, willen oproepen om normen en waarden te respecteren. Vanuit ieders eigenheid kan een échte dialoog worden gevoerd over de normen en waarden die wij als multiculturele burgers met elkaar gemeenschappelijk hebben.",nl
be,2003,cd&v,"13. De achterstand in de procedure moet zo snel mogelijk weggewerkt zijn. Voor wie meer dan drie jaar geleden een aanvraag deed, maar nog steeds geen beslissing kreeg, wordt automatisch onderzocht of hij/zij geen verblijfsstatuut kan krijgen op basis van langdurige asielprocedure. Uiteraard wordt steeds onderzocht of overwegingen van veiligheid of openbare orde zich tegen die toekenning van verblijfrecht verzetten.",nl
be,2003,cd&v,"14. Een evenwichtig terugkeerbeleid, met voorrang voor de begeleide en vrijwillige terugkeer. Terugkeerprogramma’s die meer inhouden dan enkel het vliegtuigticket en wat zakgeld om de eerste week in het land van herkomst te kunnen overleven. Terugkeer wordt onvoorwaardelijk verbonden aan reïntegratie en is daarom op een positieve wijze gelinkt aan het ontwikkelingsaspect, m.n. door de overdracht van kennis en middelen. Reïntegratie in het land van herkomst kan een investering in de familiale en lokale ontwikkeling zijn. We willen dit op een goed gestructureerde wijze organiseren. Go-and-see-visits zijn een mogelijkheid om een realistisch en duidelijk beeld te vormen van de mogelijkheden ter plaatse. Gedwongen uitwijzingen zijn het ultimum remedium.",nl
be,2003,cd&v,15. Asiel- en migratie-shoppen tussen de verschillende landen van de EU of herhaling van niet-gegronde asiel- en migratieaanvragen vermijden door een verplichte raadpleging van een selectief toegankelijke databank.,nl
be,2003,cd&v,"16. Elke nieuwkomer, zonder uitzondering, moet een onthaal- en integratieprogramma op maat doorlopen met het oog op een vlotte integratie en emancipatie. Elke nieuwkomer moet dus verplicht worden om een onthaaltraject ‘op maat’ te volgen. Hij/zij krijgt hierbij actieve begeleiding. Want het is niet alleen de taak van de overheid om haar inwoners de zekerheid te geven dat nieuwkomers zich zo snel mogelijk zullen integreren. Het is evenzeer de taak van de overheid om aan nieuwkomers de zekerheid te bieden dat ze zich zo snel mogelijk kunnen integreren. Daarom moet het aanbod aan inburgeringscursussen dringend worden uitgebreid. En zodra een voldoende aanbod beschikbaar is, heeft elke nieuwkomer zonder uitzondering de plicht een onthaal- en integratieprogramma te doorlopen.",nl
be,2003,cd&v,"17. Werkgelegenheid is één van de belangrijkste sleutels voor integratie. De allochtonen zijn oververtegenwoordigd in de werkloosheidscijfers vanwege discriminatie door werkgevers en door onvoldoende kwalificaties. Met een aantal concrete maatregelen willen we de werkloosheidsgraad bij allochtonen terugbrengen tot op een vergelijkbaar niveau met dat van autochtonen: o Bij voorrang werk maken van een aantal algemene (in plaats van discriminerende) maatregelen voor alle risicogroepen op de arbeidsmarkt zoals ons voorstel van een individueel actieplan op maat voor de werkloze/inactieve persoon. Pas wanneer die maatregelen niet het verhoopte werkgelegenheidseffect opleveren, moet naar andere, minder marktconforme maatregelen gezocht worden. o Een effectieve uitvoering en realisatie van de positieve actieplannen voor allochtonen in de overheidssector en de particuliere sector. Ook de overheid moet het goede voorbeeld geven. Elke overheidsdienst, overheidsinstelling, school en lokaal bestuur is verplicht om jaarlijks een positief actieplan op te stellen met concrete streefcijfers met betrekking tot de instroom van allochtonen. De lat wordt gelijk gelegd voor iedereen, maar allochtonen krijgen als het nodig is een specifieke voorbereiding op vacatures, o.m. door gepaste opleiding en zeer gerichte informatiesessies. o Een snellere erkenning van buitenlandse diploma’s en nuttige beroepservaring is noodzakelijk. Het is onaanvaardbaar dat geschoolde migranten aan hun integratietraject starten met de kwalificatie ‘ongeschoold’. o Een nieuwe golf van arbeidskrachten uit niet-EU-landen voor het invullen van moeilijk invulbare beroepen, zoals verplegend personeel, lassers, chauffeurs, kan voor ons niet, zolang als de aanwezige werklozen en personen die worden ingeschakeld in het informele arbeidscircuit, allochtonen en autochtonen, niet worden omgeschoold of bijgeschoold voor en voorbereid zijn op die vacatures. o De aangeboden pakketten Nederlandse taal moeten certificeerbaar zijn. Het behalen van afgesproken basiscertificaten moet toegang geven tot opleidingen met het oog op werk of verdere taalopleidingen in het reguliere circuit. Bovendien moeten certificaten kunnen dienen als bewijs van het beheersen van de Nederlandse taal voor bepaalde functies bij de verschillende overheden.",nl
be,2003,cd&v,"18. Wij willen bijzondere inspanningen doen om ook alle migrantenvrouwen te bereiken en te betrekken in de taallessen en lessen maatschappelijke integratie. De verplichting om een opleiding te volgen, gekoppeld aan een voldoende groot en gedifferentieerd aanbod aan cursussen is daartoe van het grootste belang. We willen deze beleidsdoelstellingen realiseren in overleg met migrantenvrouwenorganisaties.",nl
be,2003,cd&v,"19. CD&V is van oordeel dat de nationaliteitswetgeving een belangrijk element is in het integratiebeleid van de overheid. Die wetgeving kan een hefboom en uitnodiging zijn tot integratie. Daarom stelt CD&V dat wie weigert een onthaaltraject te volgen, ook geen aanspraak kan maken op bepaalde rechten (zoals nationaliteit).",nl
be,1995,mr,1. Savez-vous que 100000 candidats réfugiés sont entrés dans notre pays au cours des sept dernières années et que la plupart d'entre eux y sont restés clandestinement ou illégalement? Croyez-vous que les abus de l'immigration ont été jugulés ?,fr
be,1995,mr,"2. Si vous voulez donner une chance à une politique ferme et responsable de l'immigration, en luttant mieux contre l’immigration clandestine et les abus sociaux tout en intégrant mieux les étrangers qui veulent vivre parmi nous et selon nos lois.",fr
be,1995,mr,"3. Entre 1988 et 1994, notre pays a fait l'objet de +/- 100000 nouvelles demandes d'asile. Au cours de cette période, environ 70000 candidats n'ont pas été reconnu comme réfugiés au terme de la procédure, 5000 l'ont été et pour 25000 d'entre eux la procédure est toujours en cours. Sur les 70000 candidats réfugiés non reconnus, +/- 30000 ont reçu un ordre de quitter le territoire, et +/- 5000 d'entre eux ont fait l'objet d'un rapatriement volontaire ou forcé. En présumant qu'un certain nombre a quitté volontairement notre pays, que sont devenues les quelque 50000 personnes restantes? En 1989, le Ministre de la Justice reconnaissait la présence sur le territoire de +/- 90000 clandestins ou illégaux. On devrait donc atteindre aujourd'hui le chiffre inquiétant de +/- 140.000 étrangers en situation illégale ou clandestine en Belgique. Entre 1988 et 1991, M. Wathelet, alors en charge du dossier, n'a rien fait pour limiter le flux des demandeurs d'asile. A partir de 1992, les mesures prises par le Ministre de l'Intérieur n'ont pas suffi à enrayer l'arrivée massive des demandeurs d'asile sur notre territoire. En 1993, ils étaient 26000 à demander l'asile dans notre pays. En 1994, 14340 nouvelles demandes d'asile ont été introduites soit trois fois plus que pour la dernière année du gouvernement Maliens-Gol.",fr
be,1995,mr,"4. Par une circulaire du 15 avril 1982, le Ministre de la Justice Jean Gol avait défini les critères et les modalités d'application des mesures d'éloignement à l'égard des étrangers délinquants. Les instructions de M. Wathelet à la tête du département ont réduit à néant la portée de ces mesures d'éloignement par une définition laxiste des différents critères. Lors de la présente législature, le gouvernement a refusé de renouveler la possibilité d'application de l'article 18 bis de la loi Gol (refus d'inscription de certaines catégories d'étrangers non européens lorsque l'accroissement de la population étrangère dans une commune est susceptible de porter atteinte à l'intérêt public). Ce refus d'appliquer ou de renouveler l'article 18 bis s'est produit dans des communes où la situation est critique. Ainsi, par exemple, la ville de Liège à laquelle un tel refus a été opposé, a commencé par connaître un afflux sans précédent de candidats réfugiés avant d'être amenée à prendre des dispositions illégales et de stopper toute inscription. En outre, le registre d'attente et le plan de répartition des candidats réfugiés politiques dans les différentes communes, promis par le gouvernement depuis 1989, ne sont toujours pas opérationnels.",fr
be,1995,mr,"5. De nombreux CPAS ont vu leurs finances obérées par l'écrasante charge financière que représentent les avances en matière d'aide sociale octroyées aux candidats réfugiés. De façon plus générale, notre pays ne peut continuer à Jouer un rôle de CPAS planétaire. La population est heurtée par l'octroi d'avantages sociaux de toute nature à des étrangers non européens qui n'ont pas cotisé à la sécurité sociale.",fr
be,1995,mr,"6. L'inaction du gouvernement a laissé le champ libre aux intégristes qui, profitant de ce vide, ont multiplié les cours clandestins et ont renforcé leur propagande. Il est également apparu que des intégristes développaient des réseaux terroristes dans notre pays. Le gouvernement n'a cessé d'opposer aux critiques de sa politique de faiblesse en matière de limitation de l'immigration et de lutte contre ses abus, sa volonté de développer un vaste programme d'intégration des immigrés en situation régulière. Le bilan est maigre. En Wallonie et à Bruxelles, les efforts ont été de loin inférieurs à ce qui a été réalisé dans le Nord du pays. Les actions entreprises n'ont pas fondamentalement amélioré les conditions de vie dans les quartiers à forte densité d'immigrés où la situation reste inquiétante en matière de logement, d'éducation, de santé et d'emploi.",fr
be,1995,mr,"7. Le PRL FDF propose de :- encourager une formation progressive des populations étrangères à la citoyenneté responsable au travers de l'école, l'acquisition de la nationalité en étant l'aboutissement volontaire et non le préalable ou l'incitant.",fr
be,1995,mr,8. reconnaître intégralement dans notre pays la citoyenneté européenne en accordant sans restriction aux européens le droit de vote aux élections locales et européennes.-,fr
be,1995,mr,9.  refuser l'octroi du droit de vote aux étrangers non européens et l'acquisition automatique de la nationalité belge sans volonté d'intégration.,fr
be,1995,mr,"10. - renforcer l'intégration des immigrés qui le souhaitent par des mesures assurant logement, emploi et formation des jeunes.-",fr
be,1995,mr,"11. éloigner les candidats réfugiés politiques non reconnus en augmentant le budget ""rapatriement"" et en mettant en œuvre des procédures de retours collectifs exécutant des décisions individuelles, dans le respect des conventions internationales.- renvoyer les étrangers non européens, délinquants, illégaux, clandestins ou menaçant l'ordre public en octroyant au pouvoir judiciaire la faculté d'ordonner le renvoi des étrangers reconnus auteurs d'infractions graves et répétées.-",fr
be,1995,mr,12.  étendre d'urgence et prolonger l'article 18 bis de la loi Gol qui permet à certaines communes de refuser l'inscription de certaines catégories d'étrangers non européens lorsque l'accroissement de la population étrangère est susceptible de porter atteinte à l'intérêt public.,fr
be,1995,mr,"13. faire octroyer, dans certaines communes où les candidats réfugiés affluent, l'aide sociale qui leur est destinée par une institution fédérale directement alimentée en moyens financiers par le gouvernement.",fr
be,1995,mr,"14. limiter l'accès à la sécurité sociale non contributive (aide sociale et minimex, allocations familiales garanties, allocations d'attente en matière de chômage, etc) pour les étrangers extérieurs à l'Union européenne.",fr
be,1995,mr,"15. renégocier les conventions d'immigration aujourd'hui dépassées notamment avec le Maroc, la Turquie et l'Algérie.",fr
be,1995,mr,16. renforcer les mesures de contrôle et de sécurité contre le danger intégriste.,fr
be,1995,psc,"1. Parce que le PSC veut toujours équilibrer la somme des intérêts particuliers et faire prévaloir l'intérêt général. Parce qu'il s'efforce de prendre des décisions équitables et de bon sens qui à la fois respectent les attentes des uns et des autres et privilégient l'attention au plus faible sans réprimer l'enthousiasme du plus entreprenant. Ils savent encore, avec nous, que l'intégrisme, le racisme, l'égoïsme, guettent. Et que certains attendent, espèrent, voire favorisent les faux pas de la démocratie et pratiquent l'exclusion, pour attiser les peurs et nous précipiter dans un totalitarisme que notre siècle n'a que trop connu, qui prétend tout expliquer et tout résoudre, et que nous ne combattrons jamais assez.",fr
be,1995,psc,"2. Notre démocratie est en crise parce que ses fondements mêmes de générosité, de tolérance, de liberté, de respect de l'autre avec ses différences, ses croyances et sa nationalité, sont menacés par la montée des intégrismes, des nationalismes et des extrémismes.",fr
be,1995,psc,"3. Par ailleurs, le PSC veut améliorer l'information des candidats réfugiés sur leur situation administrative et améliorer les structures d'accueil des candidats réfugiés.",fr
be,1995,psc,"5. Une intégration indispensable à la construction d'une démocratie pluriculturelle harmonieuse. 6. * en proposant des mesures concrètes et structurelles dans les secteurs suivants: emploi, logement, enseignement, cours de langue, santé, jeunesse, émancipation des femmes, notamment sur base des propositions développées par le centre pour l'égalité des chances.",fr
be,1995,psc,"8. une politique de cohabitation sur le terrain entre la population belge et immigrée. notamment: 9. * en renforçant les liens de concertation et de rencontres et en incitant à la participation des étrangers dans les structures de la société (associations,partis, syndicats).",fr
be,1995,psc,"11. * en ouvrant aux immigrés en Belgique l'accès à des fonctions contractuelles, publiques (police, services publics, etc.).",fr
be,1995,psc,"13. * en déconcentrant les populations immigrées, et en rendant effectifs les plans de répartition des candidats réfugiés entre communes.",fr
be,1995,psc,"15. * en formant le personnel communal, les forces de sécurité et les enseignants aux dimensions pluriculturelles.",fr
be,1995,psc,"17.  une politique de maîtrise de l'immigration: Une politique d'intégration intelligente doit s'accompagner d'une maîtrise poursuivie des flux migratoires, notamment en assurant le rapatriement effectif des candidats réfugiés refusés tout en régularisant les dossiers ayant accumulé un retard administratif important.",fr
be,1995,psc,"18. Il est absurde de considérer que, pour retrouver le plein emploi, il suffiraitque la pré-pension soit accordée de plus en plus tôt, que l'État engage tous les chômeurs, ou que tous les immigrés soient renvoyés dans leur pays d'origine. Il est scandaleux, enfin, de propager auprès des jeunes l'idée selon laquelle ""ça ne sert à rien de se former""",fr
be,1999,fn,"1. L’an dernier, le député européen Abdel Kader Mohamed Ali, de nationalité espagnole, échouait dans sa tentative de faire adopter un rapport qui réclamait, entre autres, autant de mosquées en Europe qu’il n’y a d’églises et que soient fériés légaux les jours de fête religieuse musulmane. De concert avec sa collègue Nana Mouskouri, la voix forte de Daniel Féret fit capoter ce projet, à la Commission de la Culture et du Parlement Européen, puis en séance plénière. Qui vous l’a dit ?",fr
be,1999,fn,"2. Le trafic de drogue, les émeutes ethniques, le crime organisé, l’insécurité, la délinquance, la violence urbaine, ça nous regarde !",fr
be,1999,fn,"3. Une immigration incontrôlée, une criminalité et une insécurité croissantes, sur fond d’injustice, d’incompétence et de corruption, sont à inscrire au palmarès du PS.",fr
be,1999,fn,"4. Tant que nous encourageons une immigration qui n’est plus de travailleurs, comme dans l’immédiat après-guerre, mais de populations, qui viennent malheureusement, pour elles et pour nous, grossir les rangs des chômeurs.",fr
be,1999,fn,"5. Contre l’intégrisme islamique, qui veut nous imposer l’intolérance et le refus des libertés fondamentales pour les femmes.",fr
be,1999,fn,"6. Dans 20 ans, c’est sûr, Bruxelles sera une république islamique. C’est ce qui ressort d’une déclaration, faite au journal Le Monde, le 11 septembre 1986, par un hesbollah iranien. A mettre en parallèle avec cette affirmation de FX de Donnéa, entendue 2 ans plus tard, devant un large public : « Bruxelles a pour vocation d’être largement ouverte à l’Islam ». C’est une opinion que le FN refuse de partager.",fr
be,1999,fn,7. Réformer le code de la nationalité et réaffirmer le droit du sang.,fr
be,1999,fn,8. Renforcer les conditions de naturalisation.,fr
be,1999,fn,9. Appliquer la loi sur les déchéances de nationalité.,fr
be,1999,fn,10. Mettre fin au mariage blanc ;,fr
be,1999,fn,11. Rendre impossible la double nationalité,fr
be,1999,fn,12. Rétablir les frontières et renforcer leur contrôle,fr
be,1999,fn,13. Réglementer plus sévèrement l’accession à la propriété des biens immobiliers en Belgique,fr
be,1999,fn,14. S’opposer à l’islamisation de la Belgique,fr
be,1999,fn,15. Interrompre la politique de pseudo intégration,fr
be,1999,fn,16. Modifier le droit à l’asile politique,fr
be,1999,fn,17. Rendre impossible l’entrée légale de nouveaux immigrés en Belgique,fr
be,1999,fn,18. Renvoyer les chômeurs extra-européens,fr
be,1999,fn,19. Associer le rapatriement des immigrés à une véritable aide au développement,fr
be,1999,fn,"20. Expulser les immigrés en situation irrégulière et poursuivre les organisateurs, les transporteurs et les utilisateurs de filières de travailleurs clandestins.",fr
be,1999,ecolo,"1. Nos propositions ont été nourries du travail de la Commission Cultures d’Ecolo, à laquelle participent des personnes qui ne sont pas toutes membres d’Ecolo, mais qui acceptent de confronter leur expérience et leur réflexion à notre projet et ainsi d’enrichir nos débats ; mais ces propositions doivent aussi beaucoup aux Etats généraux de l’écologie politique, en particulier aux nombreux forums qui ont abordé les problématiques culturelles : Être acteur de sa langue ; De l’immigration à la société multi-culturelle ; Belgique : disparition d’une nation européenne ? ; Tous en scène ! Quel rôle pour la culture dans la lutte contre les exclusions ? ; Artistes ? Y a-t-il un statut dans la salle ? ; Face de citrouille versus Tête de chicon… Le programme Cultures participe pleinement au programme global d’Ecolo pour une société solidaire, durable, ouverte à la diversité. Plus concrètement, il faut souligner la convergence de nos propositions avec les volets Education, Démocratie et Politique de Jeunesse du programme d’Ecolo.Ce document est aussi un appel qu’Ecolo adresse à tous les acteurs culturels : d’urgence, mobilisons nos énergies pour débloquer la société !",fr
