country_iso3c	lang	qs_id	text	issue	position
NOR	nor	12620_200509_01186	Høyre mener at norsk asyl- og flyktningepolitikk må samsvare med EUs politikk på dette området.	immigration	supportive
NOR	nor	12620_200509_01187	Høyre mener at Norge gjennom bistand og internasjonalt samarbeid skal bidra til å redusere antallet flyktninger, bidra til at flere kan få hjelp i sine nærområder, og bidra til tilbakeføring til hjemlandene så snart det er mulig.	immigration	sceptical
NOR	nor	12620_200509_01438	. Høyre vil arbeide for et kulturliv som er mangfoldig, preget av toleranse, nysgjerrighet, tilgjengelighet, kvalitet og utvikling.	integration	supportive
NOR	nor	12810_200509_00252	"Sammenslåing eller oppdeling av kommunerxe """"kommuner"""" skal bare skje dersom et flertall av befolkningen i hver av de aktuelle kommunene ønsker det."	integration	supportive
NOR	nor	12810_200509_00455	For den enkelte trenger ikke flytting til sentrum være noe problem.	immigration	supportive
NOR	nor	12810_200509_01901	Kultur handler om identitet og tilhørighet og spiller en viktig rolle i personlig utvikling og selvstendighet.	integration	supportive
NOR	nor	12810_200509_02090	at staten i sterkere grad skal følge opp det grunnlovsfesta ansvaret for samisk språk og kultur.	integration	supportive
NOR	nor	12810_200509_02224	"og sammen med sekulariseringen har dette ført til et større mangfold også når det gjelder tro og livssynxe """"livssyn""""."	integration	supportive
NOR	nor	12810_200509_02226	Disse rettighetene omfatter retten til å velge tro eller livssyn fritt, retten til å praktisere sitt livssyn og retten til å oppdra barn i tråd med egen overbevisning.	integration	supportive
NOR	nor	12810_200509_02227	Senterpartiet mener at det flerkulturelle mangfoldet vi etter hvert har fått i Norge er en berikelse, samtidig som det vil være en utfordring på noen områder.	integration	supportive
NOR	nor	12810_200509_02228	Vi vil arbeide for et samfunn bygd på toleranse og respekt for hverandres kultur, livssyn og levesett, der mennesker med ulike holdninger og tro kan fungere sammen.	integration	supportive
NOR	nor	12810_200509_02233	og fungerer også som sosiale institusjoner og kulturbærere.	integration	supportive
NOR	nor	12810_200509_02250	Senterpartiet ser det også som et grunnleggende demokratisk anliggende at alle, uavhengig av bakgrunn og ressurser, skal sikres god basiskunnskap.	integration	supportive
NOR	nor	12810_200509_02351	sikre tilbudet om morsmålsundervisning til elever med minoritetsbakgrunn.	integration	supportive
NOR	nor	12810_200509_02461	Utbygging av engelskspråklige tilbud i Norge vil være nødvendig for å gjøre det mulig for utenlandske studenter å ta deler av utdanningen her i landet.	integration	supportive
NOR	nor	12810_200509_02474	sette i verk tiltak for å sikre rekruttering til realfagsstudier.	integration	supportive
NOR	nor	12810_200509_02478	støtte tiltak for å bedre rekrutteringen av studenter med minoritetsbakgrunn.	integration	supportive
NOR	nor	12810_200509_02830	For å skape en rikere hverdag for alle trenger vi gode nærmiljø der ulike grupper med forskjellige verdier og erfaringer yter i fellesskap.	integration	supportive
NOR	nor	12810_200509_03208	Senterpartiet mener at fast arbeid skal være hovedregelen.	integration	supportive
NOR	nor	12810_200509_03209	Bruken av midlertidige ansettelser og inn- og utleie av arbeidskraft bør begrenses.	immigration	sceptical
NOR	nor	12810_200509_03211	Alle skal ha rett til et arbeid som er mulig å kombinere med et aktivt samfunnsliv, fritid og omsorgsoppgaver.	integration	supportive
NOR	nor	12810_200509_03229	Det er positivt med en viss utveksling av arbeidskraft mellom land.	immigration	supportive
NOR	nor	12810_200509_03230	Det at nordmenn kan reise ut for å ta arbeid og utlendinger kan komme hit for å ta arbeid, gir folk nyttig kompetanse, fører til økt kulturforståelse, og gjør at de kan tilføre hjemlandet nye impulser og kompetanse.	integration	supportive
NOR	nor	12810_200509_03232	Det må være en klar forutsetning at norske lønns- og arbeidsvilkår skal gjelde, slik at en unngår sosial dumping.	immigration	supportive
NOR	nor	12810_200509_03332	Kampen mot terror må derfor ikke bare ha fokus på hvilken straffe- og utlendingslovgivning vi skal ha.	immigration	sceptical
NOR	nor	12810_200509_03355	"styrke politixe """"politi""""ets arbeid med å bekjempe handel med kvinner og barn (trafficking)."	immigration	neutral
NOR	nor	12810_200509_03384	Senterpartiet er mot Schengenavtalen.	immigration	sceptical
NOR	nor	12810_200509_03385	"Begrunnelsen er blant annet at grensekontrollen blir svekket, at faren for narkotikasmugling øker og at personvernxe """"personvern""""et står i fare når følsomme personopplysninger blir sendt på vandring i store datanettverk."	immigration	sceptical
NOR	nor	12810_200509_03386	Dessuten vil ikke Norge lenger kunne føre en sjølstendig flyktning- og asylpolitikk.	immigration	sceptical
NOR	nor	12810_200509_03387	Schengenprosessene er preget av sterkt hemmelighold og Norges deltakelse i politikkutformingen er ikke tilfredsstillende,	immigration	sceptical
NOR	nor	12810_200509_03388	og vi har ikke noen formell vetorett.	immigration	sceptical
NOR	nor	12810_200509_03397	"Senterpartiet mener at alle skal ha likeverdxe """"likeverd""""ige muligheter, uavhengig av kjønn, legning, funksjonsnivå, sivilstand, bosted og etnisk tilhørighet."	integration	supportive
NOR	nor	12810_200509_03401	Senterpartiet mener at det er en sentral utfordring å ha et lovverk og offentlig politikk som bidrar til å forhindre diskriminering av grupper eller enkeltpersoner.	integration	supportive
NOR	nor	12810_200509_03402	"Senterpartiet vil derfor arbeide for at det blir vedtatt en egen antidiskrimineringxe """"antidiskriminering""""slov."	integration	supportive
NOR	nor	12810_200509_03405	Det er viktig for et samfunn at minoritetens stilling er sikret og at det hele tiden arbeides bevisst i forhold til fordommer som rammer grupper og enkeltindivider.	integration	supportive
NOR	nor	12810_200509_03406	Det at Norge rommer stadig flere kulturer, stiller krav til økt fokus på dette arbeidet.	integration	supportive
NOR	nor	12810_200509_03411	"ha en egen antidiskrimineringxe """"antidiskriminering""""slov i forhold til kjønn, etnisk tilhørighet, funksjonshemming, legning og alder."	integration	supportive
NOR	nor	12810_200509_03413	likestille tredelt turnus i helse- og omsorgssektoren med tilsvarende skiftarbeid i industrien.	integration	supportive
NOR	nor	12810_200509_03423	Deltakelse og ansvar er viktig både for at samfunnet skal kunne nyttiggjøre seg alle ressurser i befolkningen,	integration	supportive
NOR	nor	12810_200509_03426	Derfor er vern om individets rett til å bevare og gi uttrykk for sin kulturelle og religiøse identitet et mål.	integration	supportive
NOR	nor	12810_200509_03428	Skolen, arbeidslivet og organiserte fritidsaktiviteter er viktige møteplasser.	integration	supportive
NOR	nor	12810_200509_03430	"at det skal være obligatorisk for alle nyankomne innvandrerexe """"innvandrere"""" å delta i opplæring i norsk og samfunnskunnskap."	integration	sceptical
NOR	nor	12810_200509_03431	Å nekte slik opplæring skal kunne medføre reduksjon i eventuelle sosiale stønader.	integration	sceptical
NOR	nor	12810_200509_03432	"gjøre det enklere og raskere å få vurdert og eventuelt godkjent utdanningxe """"utdanning"""" og arbeidserfaring fra andre land."	integration	supportive
NOR	nor	12810_200509_03433	øke rekrutteringen av innvandrere til offentlig sektor.	integration	supportive
NOR	nor	12810_200509_03435	Aktuelle tiltak er obligatorisk informasjon til foreldre ved svangerskap og fødsel, tilgang til offentlig informasjonsmateriell i barnehage og skole, bevisstgjøring omkring strafferammer og støtte til etablering og drift av kvinnenettverk.	integration	supportive
NOR	nor	12810_200509_03436	"tilføre kommunene de ressursene som trengs for å gi asylsøkere og flyktningerxe """"flyktninger"""" et tilfredsstillende tilbud om bolig, skole og arbeid."	integration	supportive
NOR	nor	12810_200509_03437	legge vekt på geografisk spredning ved første bosetting i Norge, men også ta høyde for at flyktninger og innvandrere som skal bli boende her i landet, etter hvert kan komme til å flytte til kommuner og steder der de kan bo sammen med folk fra eget hjemland.	integration	supportive
NOR	nor	12810_200509_03438	Kommuner som opplever sterk tilflytting av flyktninger og innvandrere må få spesiell hjelp.	immigration	supportive
NOR	nor	12810_200509_03439	legge til rette for raskere bosetting etter at oppholds- og arbeidstillatelse er innvilget.	integration	supportive
NOR	nor	12810_200509_03440	Dette må skje i et tett og forpliktende samarbeid med kommunene.	integration	supportive
NOR	nor	12810_200509_03441	videreføre kravet om sju års botid for å bli norsk statsborger, men gi barn automatisk statsborgerskap ved fødsel dersom mor eller far er norsk.	integration	sceptical
NOR	nor	12810_200509_03442	innføre språktest for å få innvilget norsk statsborgerskap.	integration	sceptical
NOR	nor	12810_200509_03515	"Senterpartiet vil sikre den samiske befolkningxe """"samisk befolkning""""en muligheter til kulturell og materiell utvikling på egne premisser."	integration	supportive
NOR	nor	12810_200509_03517	Det skal derfor ikke gjøres inngrep i samiske bruksområder i strid med samisk selvråderett som urfolk, eller på en slik måte at samiske næringsveier og kultur blir svekket.	integration	supportive
NOR	nor	12810_200509_03550	Det skal legges til rette for at voksne samer som ønsker det, får opplæring i samisk.	integration	supportive
NOR	nor	12810_200509_03742	"Grunnlaget for oppblomstring av terrorismexe """"terrorisme"""" vil styrkes."	immigration	sceptical
NOR	nor	12810_200509_03779	"dekke utgifter til flyktningerxe """"flyktninger"""" i Norge utenfor bistandsbudsjettet."	immigration	neutral
NOR	nor	12810_200509_03863	"Samarbeid i Nordenxe """"Norden"""" har fra starten vært forankret i en felles kulturell identitet mellom befolkningen i landene."	integration	supportive
NOR	nor	12810_200509_03996	Millioner av mennesker er på flukt fra krig, naturkatastrofer, forfølgelse og sult.	immigration	neutral
NOR	nor	12810_200509_03997	Senterpartiet mener at den internasjonale innsatsen for å hjelpe flest mulig i nærheten av deres eget hjem må styrkes.	immigration	sceptical
NOR	nor	12810_200509_03998	Samtidig har Norge et sjølstendig ansvar for å hjelpe mennesker som søker tilflukt i Norge.	immigration	supportive
NOR	nor	12810_200509_03999	Norsk asyl- og flyktningpolitikk skal bygge på humanistiske tradisjoner og vårt internasjonale ansvar for å hjelpe mennesker i nød.	immigration	supportive
NOR	nor	12810_200509_04000	Alle som søker om asyl skal sikres god og individuell behandling, slik at ingen sendes tilbake til død, tortur eller forfølgelse.	immigration	supportive
NOR	nor	12810_200509_04001	"Senterpartiet deler FNs høykommisær for flyktningerxe """"flyktninger"""" (UNHCR) sin oppfatning om at tilbakevending til hjemlandet under trygge og verdige forhold er den beste løsningen på en flyktningsituasjon."	immigration	supportive
NOR	nor	12810_200509_04002	Flyktninger og andre som får innvilget asyl i Norge, skal ha likeverdige muligheter i forhold til norske borgere.	integration	supportive
NOR	nor	12810_200509_04003	"Tendenser til fremmedfrykt og rasismexe """"rasisme"""" i samfunnet må motvirkes på alle plan."	integration	supportive
NOR	nor	12810_200509_04004	Samtidig må integreringsarbeidet styrkes slik at flyktninger og asylsøkere kan fungere best mulig i det norske samfunnet.	integration	supportive
NOR	nor	12810_200509_04006	at norske myndigheter skal ta hensyn til anbefalingene og retningslinjene fra FNs høykommisær for flyktninger i praktiseringen av flyktningkonvensjonen og fastsettingen av kvoter for overføringsflyktninger.	immigration	supportive
NOR	nor	12810_200509_04007	sikre rask og forsvarlig saksbehandling hos utlendingsmyndighetene, samtidig som rettsikkerheten ivaretas.	immigration	supportive
NOR	nor	12810_200509_04008	at lovbrudd skal kunne få konsekvenser ved behandlingen av asylsøknader.	immigration	sceptical
NOR	nor	12810_200509_04009	at enslige mindreårige flyktninger automatisk skal være et ansvar for barnevernet og ikke utlendingsmyndighetene,	immigration	supportive
NOR	nor	12810_200509_04010	og plasseres i egne mottak etter modell av SOS barnebyer.	immigration	supportive
NOR	nor	12810_200509_04011	gjennomgå reglene for familiegjenforening og ekteskapsoppløsning.	immigration	supportive
NOR	nor	12810_200509_04012	Utenlandske kvinner som blir skilt etter mishandling, må få oppholdstillatelse i Norge, sjøl om ekteskapet ikke har vart i tre år.	integration	supportive
NOR	nor	12810_200509_04013	styrke innsatsen mot tvangsekteskap og arbeide for å sikre innvandrerkvinners rettigheter.	integration	supportive
NOR	nor	12810_200509_04014	ikke sende asylsøkere ut av Norge før de har fått saken sin vurdert i samsvar med internasjonale avtaler og er sikret rettssikkerhet i annet land.	immigration	supportive
NOR	nor	12810_200509_04015	legge best mulig til rette for politiets uttransportering i de tilfeller der de som har fått endelig avslag ikke reiser frivillig.	immigration	sceptical
NOR	nor	12810_200509_04016	Det må gis tilbud om mottaksplass og minimumsstønad til livsopphold inntil slik uttransportering finner sted.	immigration	supportive
NOR	nor	12810_200509_04017	bruke kollektiv beskyttelse og tilbakesending bare i tilfeller av massiv flukt.	immigration	sceptical
NOR	nor	12810_200509_04019	gjeninnføre obligatorisk norskopplæring med samfunnsfag i asylmottak.	integration	sceptical
NOR	nor	12810_200509_04020	Alle som søker om opphold i Norge har også et eget ansvar for å lære norsk..	integration	sceptical
NOR	nor	12810_200509_04021	"knytte asylsøkere i mottak til frivillighetxe """"frivillighet""""ssentraler eller liknende for å aktivisere dem i meningsfulle aktiviteter i ventetida."	immigration	supportive
NOR	nor	12810_200509_04022	at alle asylmottak skal sette i gang fadderordninger i samarbeid med organisasjoner og enkeltpersoner i lokalmiljøet.	integration	supportive
NOR	nor	12810_200509_04023	styrke det psykiske helsevernet rettet mot asylsøkere.	immigration	supportive
NOR	nor	12810_200509_04024	gi tidligere barnesoldater og traumatisert ungdom fra krigssoner rask og riktig tilrettelagt hjelp.	immigration	supportive
NOR	nor	12810_200509_04033	Ung og skole – om en bedre skole for alle, uansett bakgrunn og bosted	integration	supportive
NOR	nor	12810_200509_04122	Andre utsettes for negativ forskjellsbehandling på grunn av hvem de er.	integration	supportive
NOR	nor	12810_200509_04128	at rasisme skal bekjempes og slås hardt ned på, både i skolen og ellers i hverdagen.	integration	supportive
NOR	nor	12951_200509_00014	Enkeltmennesket er den største ressursen i  samfunnsutviklingen.	integration	supportive
NOR	nor	12951_200509_00015	Sammen med fami-lien og den private eiendomsretten er  enkeltmennesket det grunnleggende i samfunnslivet.	integration	supportive
NOR	nor	12951_200509_00016	Fremskrittspartiet tar sterk avstand fra forskjellsbehandling av mennesker basert på  rase, kjønn, religion eller etnisk opprinnelse.	integration	supportive
NOR	nor	12951_200509_00125	Fremskrittspartiet vil fremheve at alle men-nesker er født frie og likeverdige og skal ha  like rettigheter, uavhengig av rase, kjønn,  språk, religion, etnisk opprinnelse eller personlige oppfatninger.	integration	supportive
NOR	nor	12951_200509_00126	Vår vurdering av andre mennesker må derfor bygge på hva de gjør, snarere enn på  hvem de er eller hvilken bakgrunn de har.	integration	supportive
NOR	nor	12951_200509_00127	En persons egenskaper er knyttet til det  enkelte menneske, ikke til hudfarge, religi-on eller opprinnelse.	integration	supportive
NOR	nor	12951_200509_00128	Alle mennesker er født  forskjellige, og i et samfunn som bygger på  likeverd, må vi respektere menneskers ulike  egenart, kultur, holdninger, erfaringer og  livsførsel.	integration	supportive
NOR	nor	12951_200509_00183	og ikke begrenset til bestemte etniske grup-per.	integration	supportive
NOR	nor	12951_200509_00237	1.At det fra det offentliges side ikke skal  forekomme noen form for kvotering  basert på rase, religion, kjønn eller  etnisk opprinnelse,	integration	supportive
NOR	nor	12951_200509_00373	økt produktivitet i offentlig og skjermet  sektor	integration	supportive
NOR	nor	12951_200509_00890	Fremskrittspartiet går selvsagt inn for at  enhver innbygger skal ha rett til å slå seg  ned hvor som helst i landet som arbeids-taker eller næringsdrivende, men at man  ikke nødvendigvis har krav på alle ytelser  som naturlig oppstår der folketettheten er  større.	integration	supportive
NOR	nor	12951_200509_01195	Et åpent samfunn, basert på  demokratiske verdier, skal kunne reagere  overfor dem som ikke følger samfunnets  regler.	integration	sceptical
NOR	nor	12951_200509_01203	Det er behov for økt satsning mot asyl-kriminalitet og menneskesmugling.	immigration	sceptical
NOR	nor	12951_200509_01204	Norge  er fortsatt beryktet som et land hvor det er  lett å få opphold, og hvor grensekontrollen  er minimal.	immigration	sceptical
NOR	nor	12951_200509_01205	Det betyr at Norge er attraktivt  for menneskesmuglere.	immigration	sceptical
NOR	nor	12951_200509_01206	Fremskrittspartiet vil opprette baklands-patruljer; norske politipatruljer som sam-arbeider med utenlandske myndigheter, for  å stoppe grunnløse asylsøkere så tidlig som  mulig.	immigration	sceptical
NOR	nor	12951_200509_01207	Baklandspatruljer vil også kunne  fange opp flere menneskesmuglere.	immigration	sceptical
NOR	nor	12951_200509_01208	Det er også viktig å bedre kontrollen ved  familiegjenforeninger.	immigration	supportive
NOR	nor	12951_200509_01209	Det er for lett å mis-bruke dette instituttet i Norge.	immigration	sceptical
NOR	nor	12951_200509_01210	Mangelen på id-papirer og korrekte folkeregister i enkelte  land gjør at personer kommer seg inn under  påskudd av å være nære familiemedlemmer.	immigration	sceptical
NOR	nor	12951_200509_01232	4.Sørge for at utenlandske stats-borgere som dømmes for forbry-telser med strafferamme utover  ubetinget fengsel i 3 måneder, automatisk utvises fra landet etter  endt soning, med mindre vedkom-mende kan utleveres til hjemlandet  for soning der.	integration	sceptical
NOR	nor	12951_200509_01233	5.Føre en familiepolitikk som styrker  foreldrenes mulighet til å ta ansvar  for barn og ungdoms handlinger  gjennom oppdragelsen.	integration	supportive
NOR	nor	12951_200509_01234	6.At utenlandske terrorister og krigs-forbrytere under ingen omstendig-heter får innreisetillatelse eller oppholdstillatelse i Norge.	immigration	sceptical
NOR	nor	12951_200509_01338	Norge har en rekke  utenlandske borgere som i dag soner dommer i Norge.	integration	sceptical
NOR	nor	12951_200509_01339	Der det er mulig, bør disse  sone i sine hjemland, noe som kan gjøres  ved at Norge leier fengselsplasser i disse  landene.	immigration	sceptical
NOR	nor	12951_200509_01537	Fremskrittspartiet mener på prinsipielt  grunnlag at det ideelt sett burde være en  friest mulig bevegelse over landegrensene  av varer, tjenester, kapital og arbeidskraft.	immigration	supportive
NOR	nor	12951_200509_01538	Dette forutsetter imidlertid at eventuelle  sosiale ordninger og annet som forutsetter  langvarig opparbeidelse av rettigheter ved  innbetaling eller ved statsborgerskap, ikke  gis til innvandrere.	integration	supportive
NOR	nor	12951_200509_01539	Da innvandrere i Norge,  også fra områder utenom EØS området,  etter dagens lovgivning får fulle rettigheter  under sosiallovgivningen og folketrygden  uten forhåndsinnbetaling, vil Norge fremstå  som et land hvor enhver er garantert meget  godt livsopphold på det offentliges bekostning.	immigration	sceptical
NOR	nor	12951_200509_01540	Blant annet på grunn av dette  kan man ikke videreføre dagens liberale  innvandringspolitikk.	immigration	supportive
NOR	nor	12951_200509_01542	Med innvandrere forstår vi personer som  kommer til Norge for å søke langvarig opphold.	immigration	neutral
NOR	nor	12951_200509_01543	Med flyktninger forstår vi personer  som tilfredsstiller de krav som FNs flyktningekonvensjon stiller for å gi rett til  opphold i Norge.	immigration	supportive
NOR	nor	12951_200509_01544	Asylsøkere er mennesker  som selv oppsøker Norge for å søke asyl,  asylsøkere som får avslag er å betrakte som  ulovlige innvandrere.	immigration	sceptical
NOR	nor	12951_200509_01545	Personer som får oppholdstillatelse som et ledd i familie-gjenforening eller på humanitært grunnlag,  er etter Fremskrittspartiets oppfatning ikke  flyktninger, men innvandrere.	immigration	supportive
NOR	nor	12951_200509_01548	Arbeidstakere med  utenlandsk statsborgerskap må ha rett og  plikt til opptjening av pensjonspoeng under  folketrygden og rett til helsetjenester.	integration	supportive
NOR	nor	12951_200509_01549	Sosiale rettigheter skal i hovedsak knyttes til  statsborgerskap eller opptjente rettigheter.	integration	sceptical
NOR	nor	12951_200509_01550	Det må i denne forbindelse sikres at det  ikke innføres noen diskriminering, verken  den ene eller annen vei, når det gjelder ret-tigheter i forhold til de forskjellige trygde-ordninger og til alderspensjon.	integration	supportive
NOR	nor	12951_200509_01551	Individuelle  krav som måtte oppstå hos innvandrerne i  forhold til offentlige tjenester, som følge av  religion, botid, kulturelle eller etniske forhold, vil den enkelte selv måtte dekke på  samme måte som for norske borgere.	integration	sceptical
NOR	nor	12951_200509_01552	Fremskrittspartiet mener at flyktninger som  er utplassert i en norsk kommune med statlig integreringstilskudd ikke kan gis  offentlig økonomisk støtte til livsopphold  dersom de bosetter seg i en annen norsk  kommune.	integration	supportive
NOR	nor	12951_200509_01553	Innvandrere fra EØS-området  forutsettes å kunne livnære seg uten offent-lig støtte fra Norge i henhold til EØS-avtalen.	immigration	sceptical
NOR	nor	12951_200509_01555	Da det er et statlig ansvar å motta flyktninger,  mener Fremskrittspartiet at staten skal dekke  dokumenterte utgifter i inntil 7 år ved utplas-sering av flyktninger i kommunene.	immigration	supportive
NOR	nor	12951_200509_01556	I dag opplever mange kommuner at integrerings-tilskuddet ikke dekker de faktiske kostnadene  ved mottak og integrering av flyktninger.	integration	neutral
NOR	nor	12951_200509_01565	Fremskrittspartiet mener at Norge bør være  engasjert i å hjelpe flyktninger, men mener  at de best kan hjelpes i sine geografiske og  kulturelle nærområder.	immigration	supportive
NOR	nor	12951_200509_01566	I stedet for å ta  flyktningene inn i Norge, bør Norge bidra til  å dekke utgiftene til flyktningmottak i nærområdene.	immigration	sceptical
NOR	nor	12951_200509_01567	Det vil utvilsomt gi hjelp og  trygghet til langt flere mennesker i slike  områder for samme sum som det vil koste  å ha én flyktning i Norge.	immigration	sceptical
NOR	nor	12951_200509_01568	Ut fra samme tankegang vil Fremskrittspartiet fortsette å  øke den humanitære bistanden og nød-hjelpen til flyktninger over Utenriksdeparte-mentets budsjett.	immigration	supportive
NOR	nor	12951_200509_01571	Det er grunn til å frykte at en fortsatt innvan-dring av asylsøkere av bare tilnærmet det  omfang som man har hatt i de senere år, vil  føre til alvorlige motsetninger mellom folke-grupper i Norge.	immigration	sceptical
NOR	nor	12951_200509_01572	Det er etisk uforsvarlig ikke  å stramme inn denne innvandringen for å  forebygge konflikter i det norske samfunn.	immigration	sceptical
NOR	nor	12951_200509_01573	Fremskrittspartiet vil begrense antall personer  som gis opphold i Norge,	immigration	sceptical
NOR	nor	12951_200509_01574	og vil derfor opprett-holde innvandringsstoppen.	immigration	sceptical
NOR	nor	12951_200509_01575	Unntatt fra dette  er overføringsflyktninger (kvoteflyktninger)  og de som omtales i avsnittet om arbeids-markedet, samt familiemedlemmer som  omfattes av reglene om familiegjenforening.	immigration	sceptical
NOR	nor	12951_200509_01576	Norge bør fortsette å føre en restriktiv politikk når det gjelder å innrømme asyl.	immigration	sceptical
NOR	nor	12951_200509_01577	Asylinstituttet er et meget viktig verktøy for  å gi beskyttelse til mennesker som er reelt  truet, og må ikke misbrukes i noen form.	immigration	sceptical
NOR	nor	12951_200509_01578	Asylstatus skal bare innvilges etter individuell  behandling og grundig vurdering av søknader  om asyl, og ikke kollektivt til grupper.	immigration	sceptical
NOR	nor	12951_200509_01579	Det bør  utarbeides rutiner slik at asylsøknaden må  fremmes for norske utenlandsstasjoner.	immigration	sceptical
NOR	nor	12951_200509_01580	Fordi bosetting av flyktninger og asylsøkere  av større omfang berører norske lokalsam-funn sterkt, går Fremskrittspartiet inn for at  omfanget kan bli avgjort ved folkeavstem-ning i den enkelte kommune.	immigration	sceptical
NOR	nor	12951_200509_01581	Uansett må  det være den enkelte kommune som selv  bestemmer hvorvidt og i hvilket omfang  man skal motta flyktninger.	immigration	sceptical
NOR	nor	12951_200509_01582	Etter Fremskrittspartiets mening er det en  klar forutsetning at flyktninger og asyl-søkere som har fått oppholdstillatelse i  Norge, skal reise hjem til sine respektive  hjemland når forholdene gjør det forsvarlig.	immigration	sceptical
NOR	nor	12951_200509_01583	Norge må derfor føre en aktiv repatrierings-politikk overfor flyktninger og asylsøkere  som er gitt oppholdstillatelse i Norge.	immigration	sceptical
NOR	nor	12951_200509_01585	Familiegjenforening for innvandrere i Norge  må begrenses til ektefelle og egne barn  under 15 år.	immigration	sceptical
NOR	nor	12951_200509_01586	Ektefellene må være fylt 24 år,	immigration	sceptical
NOR	nor	12951_200509_01587	og den samlede tilknytting til Norge skal  være større enn den samlede tilknytting til  et annet land.	immigration	sceptical
NOR	nor	12951_200509_01589	Det bør kunne kreves DNA-test for å bevise  familietilhørighet.	immigration	sceptical
NOR	nor	12951_200509_01591	Fremskrittspartiet ønsker lik behandling av  nordmenn og innvandrere,	integration	supportive
NOR	nor	12951_200509_01592	og tar sterk  avstand fra enhver form for forskjells-behandling basert på hudfarge, rase, kultu-rell, etnisk eller religiøs tilknytning.	integration	supportive
NOR	nor	12951_200509_01593	Alle skal ha samme rettigheter og plikter i  forhold til fellesskapet i Norge, uavhengig  av etnisk bakgrunn.	integration	supportive
NOR	nor	12951_200509_01594	For å sikre dette må  ulike grupper av innvandrere respektere de  grunnleggende lovreglene og normene som  det norske samfunnet bygger på.	integration	sceptical
NOR	nor	12951_200509_01595	Under  enhver omstendighet må særkostnader  som måtte oppstå basert på individuelle  krav, dekkes av den enkelte selv dersom  kravet har sitt utspring i kultur, etnisk bakgrunn eller religion.	integration	sceptical
NOR	nor	12951_200509_01596	Fremskrittspartiet ønsker at deltakelse og  valgbarhet ved politiske valg skal forbe-holdes norske statsborgere.	integration	supportive
NOR	nor	12951_200509_01597	Det må ikke  innføres noen form for kvoteordninger i  arbeidslivet ved ansettelser, opptak til skoler eller ved tildeling av offentlige goder.	integration	sceptical
NOR	nor	12951_200509_01598	For å kunne bli norsk statsborger bør det stil-les krav om selvforsørgelsesevne, samfunns-forståelse og tilstrekkelige norskkunnskaper.	integration	supportive
NOR	nor	12951_200509_01599	Det må også stilles krav om minimum 10 års  botid, regnet fra tidspunktet for innvilgelse  av søknad om oppholdstillatelse.	integration	sceptical
NOR	nor	12951_200509_01600	Hvis søker  er gift med norsk borger, er kravet om botid  minimum 5 år.	integration	sceptical
NOR	nor	12951_200509_01603	Fremskrittspartiet går inn for en integre-ringspolitikk der det legges vekt på at de  reglene, normene og verdiene som skal  være felles for hele befolkningen, må gå  foran hensynet til ønsker hos enkeltgrupper.	integration	supportive
NOR	nor	12951_200509_01607	Fremskrittspartiet mener innvandrerne har  plikt til å tilpasse seg det norske samfunnet.	integration	supportive
NOR	nor	12951_200509_01609	I likhet med norske foreldre plikter innvan-drerforeldre å sørge for at barn som er født  i Norge har tilstrekkelige kunnskaper i norsk  ved inntreden i det norske skoleverk (se  barnelovens § 30).	integration	sceptical
NOR	nor	12951_200509_01610	Fremskrittspartiet vil arbeide aktivt for at  introduksjonsprogrammet blir bredt og  mangfoldig slik at det inkluderer frivillige  organisasjoner og privat næringsliv.	integration	supportive
NOR	nor	12951_200509_01611	Fremskrittspartiets restriktive innvandrings-politikk, som suppleres med aktiv integre-ring og tilpasning til norske samfunnsfor-hold, vil forebygge motsetninger og konflik-ter mellom befolkningsgrupper med ulike  typer etnisk, kulturell og religiøs bakgrunn.	immigration	sceptical
NOR	nor	12951_200509_01612	Lik offentlig behandling av alle, der alle  særytelser for innvandrere fjernes, vil fore-bygge motsetninger mellom nordmenn og  innvandrere.	integration	supportive
NOR	nor	12951_200509_01615	Utvisning alene er imidlertid ikke nok for å  forebygge kriminalitet.	integration	sceptical
NOR	nor	12951_200509_01616	Det skal slås hardt  ned på alle former for kriminalitet,	integration	sceptical
NOR	nor	12951_200509_01618	I likhet med Fremskrittspartiet etterlyser  også mange utlendinger en strengere og  mer konsekvent kriminalpolitikk.	integration	sceptical
NOR	nor	12951_200509_01619	Utlendinger  som kommer fra land med langt hardere  straffer i Norge, har vanskelig for å forstå den  milde behandlingen av forbrytere her.	integration	sceptical
NOR	nor	12951_200509_01620	Selv om de fleste innvandrere er lovlydige,  følger det store problemer i innvandringens  kjølvann, som alvorlig kriminalitet og  manglende samfunnstilpasning.	integration	sceptical
NOR	nor	12951_200509_01623	1.At innvandringsstoppen opprett-holdes og håndheves strengt.	immigration	sceptical
NOR	nor	12951_200509_01624	2.At eventuelt mottak av flyktninger  må avgjøres av den enkelte kommu-ne selv og ikke kunne pålegges av  statlige myndigheter.	immigration	sceptical
NOR	nor	12951_200509_01625	3.At Norge hvert år maksimalt skal  motta til sammen 1 000 mennesker  fra land utenfor den vestlige kultur-krets.	immigration	sceptical
NOR	nor	12951_200509_01626	Dette omfatter flyktninger,  asylsøkere og de som gis opphold av  humanitære årsaker eller på grunn-lag av familiegjenforening.	immigration	sceptical
NOR	nor	12951_200509_01627	4.At kriteriene for å gi asyl fortsatt skal  tolkes strengt.	immigration	supportive
